name	term	lev	seq	value
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa18580	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa18613	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa18699	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa19029	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa06650	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa06763	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa06973	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa19820	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa20053	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa22069	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa22071	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa22155	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa22777	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa15995	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa15994	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa16329	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa10300	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa11035	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa11045	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa11187	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa11190	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa09357	1
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa09451	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa09481	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa10103	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa21185	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa21561	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa21637	1
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa26368	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa26962	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa20351	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa22897	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa00144	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa00160	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa29440	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa29479	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa23766	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa23885	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa23964	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa23976	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa27284	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa27343	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa34528	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa01184	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa01574	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa01891	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02083	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02109	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02129	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa03722	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa24500	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa24678	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa25090	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa25193	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa16494	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa16656	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa16657	1
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02694	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02691	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02700	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa02901	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa03067	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa03065	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa31169	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa31243	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa31407	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa12806	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa31801	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa20547	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa25974	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa23647	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa01750	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa01947	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa08183	0
"phosphotransferase activity, alcohol group as acceptor"	GO:0004672;GO:0016773	3	Mcavernosa30993	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa13685	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa13691	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa13792	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa08636	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa08698	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa08742	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa11319	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa15640	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa15712	0
"single-stranded DNA binding"	GO:0003697	3	Mcavernosa16706	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa13590	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa28634	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa28855	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa14418	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa31703	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa31927	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa06285	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa06369	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa07176	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa10778	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa20339	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa00072	1
"transcription corepressor activity"	GO:0003714	2	Mcavernosa29633	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa29940	0
"transcription corepressor activity"	GO:0003714	2	Mcavernosa31596	0
"carbon-carbon lyase activity"	GO:0016830	2	Mcavernosa31727	0
"carbon-carbon lyase activity"	GO:0016830	2	Mcavernosa00529	0
"carbon-carbon lyase activity"	GO:0016830	2	Mcavernosa01758	0
"carbon-carbon lyase activity"	GO:0016830	2	Mcavernosa07487	0
"carbon-carbon lyase activity"	GO:0016830	2	Mcavernosa07671	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa04797	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa04798	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa05135	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa13699	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa28140	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa28147	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08392	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08401	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa11829	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa11910	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa18573	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa06351	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa06817	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa07051	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa22031	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa22282	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa15877	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa15973	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa16345	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa10763	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa10765	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa09539	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa09997	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa21162	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa21468	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa20551	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa20550	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17364	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17449	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17803	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa29991	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa23966	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa35118	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa03283	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa03502	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa04042	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa25159	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa25310	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa16687	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa02210	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa02359	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa30881	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa30877	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa31122	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa31429	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa13823	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa14195	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa27833	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa27956	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa00695	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa23723	0
"proton transmembrane transporter activity"	GO:0015078	2	Mcavernosa07663	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa05341	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa05736	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa13590	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa14295	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa15311	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa31731	1
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa31927	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa32408	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa18613	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa18748	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa06511	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa20001	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa21916	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa15645	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa10535	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa20339	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa00072	1
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa00550	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa29633	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa29940	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa27434	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa34528	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa01170	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa01987	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa03361	1
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa03980	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa24934	0
"DNA-binding transcription factor binding"	GO:0140297	2	Mcavernosa03116	0
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	Mcavernosa08593	0
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	Mcavernosa19013	0
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	Mcavernosa19015	0
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	Mcavernosa22768	0
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	Mcavernosa00079	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa04712	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa05731	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa05732	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa12958	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa13131	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa13862	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa13874	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa14227	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa27831	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa28483	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa28713	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa08385	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa11703	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa11719	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa11799	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa11798	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa32036	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa32443	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa18277	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa18481	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa06433	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa06451	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa19632	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa22038	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa22036	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa09350	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa21020	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa21326	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa21415	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa26562	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa26646	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa20894	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa20895	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa18033	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa29652	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa27768	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa30494	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa30580	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa34643	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa34148	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa33017	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa01330	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa03926	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa04218	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa04229	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa24451	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa24885	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa02783	1
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa15608	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa00072	1
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa03975	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa04797	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa04798	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa31887	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa31886	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa32498	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa18812	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa21168	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa20586	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa23899	0
"ligase activity, forming carbon-nitrogen bonds"	GO:0004842;GO:0019787;GO:0016879;GO:0016881	2	Mcavernosa02595	0
"endodeoxyribonuclease activity"	GO:0004520	2	Mcavernosa19486	0
"endodeoxyribonuclease activity"	GO:0004520	2	Mcavernosa09354	0
"endodeoxyribonuclease activity"	GO:0004520	2	Mcavernosa26998	0
"endodeoxyribonuclease activity"	GO:0004520	2	Mcavernosa31000	0
"endodeoxyribonuclease activity"	GO:0004520	2	Mcavernosa31574	0
