"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.00000259365486539714 2 133 "GO:0003774" "motor activity" 0.00714285714285714
0 0.000140281910397231 2 81 "GO:0003777" "microtubule motor activity" 0.0142857142857143
0 0.210929119930579 2 106 "GO:0003779;GO:0008092" "cytoskeletal protein binding" 1
0 0.193923142465121 -1 7 "GO:0003812" "obsolete alternative-complement-pathway C3/C5 convertase activity" 0.972058823529412
0 0.491729714797334 3 8 "GO:0003827" "alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity" 1
0 0.129221560083157 2 5 "GO:0003834" "beta-carotene 15,15'-monooxygenase activity" 0.93326359832636
0 0.242256921612287 -1 16 "GO:0003840" "obsolete gamma-glutamyltransferase activity" 1
0 0.130813444297729 3 7 "GO:0003841;GO:0042171;GO:0071617" "lysophospholipid acyltransferase activity" 0.934439834024896
0 0.872479184593361 2 5 "GO:0003846" "2-acylglycerol O-acyltransferase activity" 1
0 0.0518977339845207 2 91 "GO:0003847" "1-alkyl-2-acetylglycerophosphocholine esterase activity" 0.712012987012987
0 0.268692086437656 2 6 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 1
0 0.150183078442278 2 12 "GO:0003858" "3-hydroxybutyrate dehydrogenase activity" 0.951526717557252
0 0.0666966558788879 2 7 "GO:0003859" "3-hydroxybutyryl-CoA dehydratase activity" 0.79
0 0.790283518124777 5 5 "GO:0003863;GO:0004739;GO:0004738" "3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity" 1
0 0.634161858220104 5 7 "GO:0003870" "5-aminolevulinate synthase activity" 1
0 0.196199564784202 2 12 "GO:0003884" "D-amino-acid oxidase activity" 0.975081433224756
0 0.148718319373523 2 41 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.950192307692308
0 0.0724671913068905 2 7 "GO:0003896" "DNA primase activity" 0.798888888888889
0 0.456066765331066 4 85 "GO:0003899;GO:0034062;GO:0097747" "DNA-directed 5'-3' RNA polymerase activity" 1
0 0.254067139951596 -1 42 "GO:0003900;GO:0003901;GO:0003902" "obsolete DNA-directed RNA polymerase I activity" 1
0 0.431200639256888 2 8 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 1
0 0.0389297951968472 2 12 "GO:0003910;GO:0003909" "DNA ligase activity" 0.651153846153846
0 0.0000746199633945195 3 13 "GO:0003913;GO:0003904" "DNA photolyase activity" 0.0166666666666667
0 0.102637943992314 2 5 "GO:0003916" "DNA topoisomerase activity" 0.898341232227488
0 0.218996479821048 2 149 "GO:0003924" "GTPase activity" 0.982522796352584
0 0.792196466995785 -1 75 "GO:0003925" "obsolete small monomeric GTPase activity" 1
0 0.592074750775138 -1 28 "GO:0003936" "obsolete hydrogen-transporting two-sector ATPase activity" 1
0 0.014834732241912 5 18 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.433928571428571
0 0.134883600140163 2 11 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.942418032786885
0 0.101183994475465 5 5 "GO:0003958" "NADPH-hemoprotein reductase activity" 0.892857142857143
0 0.0291265667113716 3 11 "GO:0003960" "NADPH:quinone reductase activity" 0.613679245283019
0 0.124320073044444 4 8 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.927659574468085
0 0.336526109941932 2 25 "GO:0003993" "acid phosphatase activity" 1
0 0.179207478637667 4 22 "GO:0003995" "acyl-CoA dehydrogenase activity" 0.966666666666667
0 0.118112308198444 2 5 "GO:0003997" "acyl-CoA oxidase activity" 0.913695652173913
0 0.209936441619839 4 8 "GO:0004000" "adenosine deaminase activity" 1
0 0.437827874798296 5 10 "GO:0004013;GO:0016802" "adenosylhomocysteinase activity" 1
0 0.344885105044146 2 13 "GO:0004016;GO:0008294" "adenylate cyclase activity" 1
0 0.28271100679173 3 5 "GO:0004017" "adenylate kinase activity" 1
0 0.277022000836459 2 7 "GO:0004021;GO:0047635" "L-alanine:2-oxoglutarate aminotransferase activity" 1
0 0.748621065374782 2 5 "GO:0004022;GO:0018455" "alcohol dehydrogenase (NAD+) activity" 1
0 0.456471205769123 2 21 "GO:0004030;GO:0004029" "aldehyde dehydrogenase [NAD(P)+] activity" 1
0 0.106724549502872 5 8 "GO:0004032;GO:0008106;GO:0004033" "aldo-keto reductase (NADP) activity" 0.903472222222222
0 0.140591616587047 4 12 "GO:0004034" "aldose 1-epimerase activity" 0.94402390438247
0 0.13329325586346 2 8 "GO:0004035" "alkaline phosphatase activity" 0.939917695473251
0 0.601970951077859 2 8 "GO:0004040;GO:0050566;GO:0050567" "amidase activity" 1
0 0.528366146523849 3 6 "GO:0004043" "L-aminoadipate-semialdehyde dehydrogenase activity" 1
0 0.0358765838935461 5 5 "GO:0004046" "aminoacylase activity" 0.623412698412698
0 0.358888815402954 4 7 "GO:0004047" "aminomethyltransferase activity" 1
0 0.121532136674955 2 6 "GO:0004048" "anthranilate phosphoribosyltransferase activity" 0.925
0 0.465851213635364 2 22 "GO:0004051" "arachidonate 5-lipoxygenase activity" 1
0 0.00805118262562907 2 7 "GO:0004062" "aryl sulfotransferase activity" 0.3234375
0 0.147326453804242 2 5 "GO:0004064;GO:0004063" "arylesterase activity" 0.949227799227799
0 0.0682713446351879 5 16 "GO:0004065" "arylsulfatase activity" 0.78728323699422
0 0.193315525782513 5 15 "GO:0004067" "asparaginase activity" 0.972950819672131
0 0.237590127533274 2 5 "GO:0004069" "L-aspartate:2-oxoglutarate aminotransferase activity" 1
0 0.0937932984566588 4 7 "GO:0004085;GO:0052890" "oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor" 0.874752475247525
0 0.000000164070740651977 2 26 "GO:0004089" "carbonate dehydratase activity" 0
0 0.267019964365473 2 9 "GO:0004090" "carbonyl reductase (NADPH) activity" 1
0 0.0297246968179792 2 7 "GO:0004095" "carnitine O-palmitoyltransferase activity" 0.603181818181818
0 0.862451777097193 4 7 "GO:0004096" "catalase activity" 1
0 0.438103187642131 6 11 "GO:0004104;GO:0003990" "acetylcholinesterase activity" 1
0 0.3695890913445 2 18 "GO:0004114;GO:0004112" "3',5'-cyclic-nucleotide phosphodiesterase activity" 1
0 0.454151758308913 2 6 "GO:0004128" "cytochrome-b5 reductase activity, acting on NAD(P)H" 1
0 0.745730664380702 6 14 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "cytochrome-c oxidase activity" 1
0 0.367238620452717 4 11 "GO:0004143" "diacylglycerol kinase activity" 1
0 0.0292104406846669 2 12 "GO:0004144" "diacylglycerol O-acyltransferase activity" 0.608411214953271
0 0.770925218276444 5 11 "GO:0004165" "dodecenoyl-CoA delta-isomerase activity" 1
0 0.528804442738986 5 5 "GO:0004167" "dopachrome isomerase activity" 1
0 0.22587662610057 4 375 "GO:0004175" "endopeptidase activity" 0.995180722891566
0 0.0013888043337422 2 6 "GO:0004176" "ATP-dependent peptidase activity" 0.119117647058824
0 0.620797793486061 3 15 "GO:0004177" "aminopeptidase activity" 1
0 0.720358316052887 -1 9 "GO:0004178" "obsolete leucyl aminopeptidase activity" 1
0 0.000708647892517013 -1 7 "GO:0004179" "obsolete membrane alanyl aminopeptidase activity" 0.094
0 0.832095554735426 5 16 "GO:0004180;GO:0004181" "carboxypeptidase activity" 1
0 0.713232200861844 -1 35 "GO:0004182" "obsolete carboxypeptidase A activity" 1
0 0.827763139014077 3 9 "GO:0004185" "serine-type carboxypeptidase activity" 1
0 0.461019854118428 3 33 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 1
0 0.95899416985157 -1 12 "GO:0004194" "obsolete pepsin A activity" 1
0 0.336363462708319 2 182 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 1
0 0.54980552978221 6 9 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.296636739859383 -1 25 "GO:0004217" "obsolete cathepsin L activity" 1
0 0.187833012510812 -1 69 "GO:0004221" "obsolete ubiquitin thiolesterase activity" 0.961056105610561
0 0.394060313282569 2 79 "GO:0004222" "metalloendopeptidase activity" 1
0 0.176755534642258 -1 44 "GO:0004238" "obsolete meprin A activity" 0.966493055555556
0 0.328569416657976 -1 6 "GO:0004239" "obsolete methionyl aminopeptidase activity" 1
0 0.797470968242399 -1 19 "GO:0004245" "obsolete neprilysin activity" 1
0 0.335225429144378 -1 5 "GO:0004246" "obsolete peptidyl-dipeptidase A activity" 1
0 0.399134476724418 -1 51 "GO:0004249;GO:0008133;GO:0008319;GO:0030402" "obsolete collagenase activity" 1
0 0.178889115528821 2 81 "GO:0004252;GO:0008132;GO:0008243;GO:0008991;GO:0016808" "serine-type endopeptidase activity" 0.968793103448276
0 0.0143814491234532 -1 5 "GO:0004274" "obsolete dipeptidyl-peptidase IV activity" 0.433536585365854
0 0.000490000647015307 -1 13 "GO:0004275" "obsolete enteropeptidase activity" 0.0729166666666667
0 0.886831405206697 -1 8 "GO:0004276" "obsolete furin activity" 1
0 0.0318741793419649 -1 11 "GO:0004285" "obsolete proprotein convertase 1 activity" 0.610344827586207
0 0.0905570467836876 -1 26 "GO:0004287" "obsolete prolyl oligopeptidase activity" 0.858706467661692
0 0.000386238159750178 -1 116 "GO:0004289" "obsolete subtilase activity" 0.0613636363636364
0 0.086651415147842 -1 74 "GO:0004295;GO:0004263" "obsolete trypsin activity" 0.861340206185567
0 0.264886653734061 2 8 "GO:0004300" "enoyl-CoA hydratase activity" 1
0 0.257572862022151 2 10 "GO:0004301;GO:0016803" "ether hydrolase activity" 1
0 0.059979576026007 2 16 "GO:0004303" "estradiol 17-beta-dehydrogenase activity" 0.76358024691358
0 0.486671541639935 2 5 "GO:0004305" "ethanolamine kinase activity" 1
0 0.0232908490964804 2 13 "GO:0004308;GO:0016997" "exo-alpha-sialidase activity" 0.550510204081633
0 0.674707153363338 3 29 "GO:0004312" "fatty acid synthase activity" 1
0 0.174951149178429 4 7 "GO:0004315" "3-oxoacyl-[acyl-carrier-protein] synthase activity" 0.967657342657343
0 0.210149243281744 5 6 "GO:0004322;GO:0016724;GO:0016722" "oxidoreductase activity, oxidizing metal ions" 1
0 0.019383234834398 4 5 "GO:0004351" "glutamate decarboxylase activity" 0.50054347826087
0 0.449656562109726 3 5 "GO:0004353" "glutamate dehydrogenase [NAD(P)+] activity" 1
0 0.973754254336327 4 13 "GO:0004364" "glutathione transferase activity" 1
0 0.129129592059586 6 7 "GO:0004365;GO:0043891" "glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity" 0.936974789915966
0 0.013207725182154 4 6 "GO:0004366" "glycerol-3-phosphate O-acyltransferase activity" 0.425641025641026
0 0.011861571750772 2 18 "GO:0004383" "guanylate cyclase activity" 0.413698630136986
0 0.0000976310749223138 2 259 "GO:0004386" "helicase activity" 0.0176470588235294
0 0.410168308580787 3 14 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 1
0 0.375603396619057 2 16 "GO:0004407;GO:0033558;GO:0019213" "deacetylase activity" 1
0 0.0262903229731078 2 8 "GO:0004430" "1-phosphatidylinositol 4-kinase activity" 0.591176470588235
0 0.510428048177636 2 25 "GO:0004437;GO:0052745" "inositol phosphate phosphatase activity" 1
0 0.414435807267638 3 8 "GO:0004439;GO:0034595;GO:0106019" "phosphatidylinositol phosphate 5-phosphatase activity" 1
0 0.462481950245642 2 5 "GO:0004446" "inositol-hexakisphosphate phosphatase activity" 1
0 0.565452410264177 2 16 "GO:0004447" "iodide peroxidase activity" 1
0 0.0488442448313444 3 19 "GO:0004448" "isocitrate dehydrogenase activity" 0.687417218543046
0 0.0357330196012908 2 9 "GO:0004449" "isocitrate dehydrogenase (NAD+) activity" 0.6264
0 0.0190108412850995 2 7 "GO:0004458;GO:0004457;GO:0016898" "lactate dehydrogenase activity" 0.498901098901099
0 0.183206095958344 3 16 "GO:0004467;GO:0015645" "long-chain fatty acid-CoA ligase activity" 0.964478114478114
0 0.939775340749887 2 8 "GO:0004474" "malate synthase activity" 1
0 0.0201989151965892 2 7 "GO:0004485" "methylcrotonoyl-CoA carboxylase activity" 0.513978494623656
0 0.0279996257022589 2 171 "GO:0004497" "monooxygenase activity" 0.605288461538462
0 0.0212861817244376 2 13 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.519791666666667
0 0.379714313911343 5 37 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 1
0 0.18674382437552 2 12 "GO:0004508;GO:0008395" "steroid hydroxylase activity" 0.963455149501661
0 0.0579262965737885 2 190 "GO:0004518" "nuclease activity" 0.75
0 0.31753824069823 3 68 "GO:0004519" "endonuclease activity" 1
0 0.158727471953284 4 10 "GO:0004520" "endodeoxyribonuclease activity" 0.958333333333333
0 0.164191121966693 3 8 "GO:0004525;GO:0032296" "ribonuclease III activity" 0.974448529411765
0 0.782086421395356 3 10 "GO:0004526;GO:0004549" "tRNA-specific ribonuclease activity" 1
0 0.023488955093362 2 102 "GO:0004527" "exonuclease activity" 0.55050505050505
0 0.371598765359226 2 6 "GO:0004528" "phosphodiesterase I activity" 1
0 0.0988277715327113 2 11 "GO:0004534;GO:0008409" "5'-3' exoribonuclease activity" 0.890821256038647
0 0.2620735728042 2 6 "GO:0004535" "poly(A)-specific ribonuclease activity" 1
0 0.0000231222904175813 3 52 "GO:0004536" "deoxyribonuclease activity" 0.005
0 0.151465244534986 3 57 "GO:0004540" "ribonuclease activity" 0.951325757575758
0 0.170315429264891 2 10 "GO:0004550" "nucleoside diphosphate kinase activity" 0.965836298932384
0 0.00167248299678498 4 352 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.144285714285714
0 0.00184843246448404 2 233 "GO:0004558;GO:0090599;GO:0015926;GO:0004339" "glucosidase activity" 0.155555555555556
0 0.46343392820772 3 12 "GO:0004559;GO:0015923;GO:0015924" "alpha-mannosidase activity" 1
0 0.333276160452719 2 22 "GO:0004560;GO:0015928" "fucosidase activity" 1
0 0.167960431987455 3 15 "GO:0004563" "beta-N-acetylhexosaminidase activity" 0.967625899280576
0 0.0460081956057807 2 7 "GO:0004565" "beta-galactosidase activity" 0.658053691275168
0 0.757113250898797 2 7 "GO:0004571" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 1
0 0.453914906550431 2 8 "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 1
0 0.0901559590800774 3 5 "GO:0004591" "oxoglutarate dehydrogenase (succinyl-transferring) activity" 0.863819095477387
0 0.570056900277248 3 15 "GO:0004597" "peptide-aspartate beta-dioxygenase activity" 1
0 0.976209442300599 3 77 "GO:0004601;GO:0016209;GO:0016684" "antioxidant activity" 1
0 0.54893008902273 2 13 "GO:0004602" "glutathione peroxidase activity" 1
0 0.60683468925883 2 5 "GO:0004609" "phosphatidylserine decarboxylase activity" 1
0 0.539382551669115 4 7 "GO:0004611;GO:0004613" "phosphoenolpyruvate carboxykinase activity" 1
0 0.850739630291074 2 5 "GO:0004616" "phosphogluconate dehydrogenase (decarboxylating) activity" 1
0 0.647745649999464 2 16 "GO:0004618;GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 1
0 0.575093736640407 2 5 "GO:0004619" "phosphoglycerate mutase activity" 1
0 0.00497178283216336 3 124 "GO:0004620" "phospholipase activity" 0.276530612244898
0 0.108337612383559 2 13 "GO:0004622" "lysophospholipase activity" 0.908755760368664
0 0.0103277874860457 2 82 "GO:0004623" "phospholipase A2 activity" 0.391911764705882
0 0.103246064714379 3 16 "GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499" "calcium-dependent phospholipase A2 activity" 0.898349056603774
0 0.0414920724509758 2 14 "GO:0004629;GO:0004435" "phospholipase C activity" 0.632269503546099
0 0.643878531886274 5 15 "GO:0004652" "polynucleotide adenylyltransferase activity" 1
0 0.00672062021539722 4 14 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.340566037735849
0 0.975869075040112 5 17 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "procollagen-proline 4-dioxygenase activity" 1
0 0.00795897519709298 2 22 "GO:0004659" "prenyltransferase activity" 0.329838709677419
0 0.0428314180777976 2 8 "GO:0004662;GO:0004661" "protein geranylgeranyltransferase activity" 0.641666666666667
0 0.164265969990587 3 5 "GO:0004663" "Rab geranylgeranyltransferase activity" 0.971062271062271
0 7.65858040392522e-10 2 985 "GO:0004672;GO:0016301;GO:0016773" "kinase activity" 0
0 6.58398692552114e-11 2 779 "GO:0004674;GO:0004713" "protein serine/threonine kinase activity" 0
0 0.00118765470338344 2 201 "GO:0004682;GO:0004691;GO:0008603;GO:0008605" "cAMP-dependent protein kinase regulator activity" 0.110606060606061
0 0.00620638885507603 5 21 "GO:0004687" "myosin light chain kinase activity" 0.333333333333333
0 0.00111044951714438 5 319 "GO:0004690;GO:0019887;GO:0019207" "protein kinase regulator activity" 0.1109375
0 0.0993864592740135 5 264 "GO:0004707;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004689;GO:0004692;GO:0004693;GO:0097472;GO:0004694;GO:0004697;GO:0004698;GO:0009931;GO:0010857;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004708;GO:0004712;GO:0004711;GO:0004716;GO:0008349;GO:0008384;GO:0008443;GO:0019200;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0018720;GO:0019912;GO:0030295;GO:0019209;GO:0008047;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0043539" "phosphatidylinositol 3-kinase activity" 0.886124401913876
0 0.0107221016531529 5 135 "GO:0004709" "MAP kinase kinase kinase activity" 0.395714285714286
0 0.0788137946467816 2 138 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.827540106951872
0 0.268210308971887 2 7 "GO:0004720" "protein-lysine 6-oxidase activity" 1
0 0.022635307594929 2 232 "GO:0004721" "phosphoprotein phosphatase activity" 0.541752577319588
0 0.448307860274927 3 70 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 0.274846928551227 2 52 "GO:0004723;GO:0004724;GO:0008420;GO:0008597;GO:0019888;GO:0019208;GO:0017018;GO:0017020" "phosphatase regulator activity" 1
0 0.000858164323115216 5 146 "GO:0004725" "protein tyrosine phosphatase activity" 0.103571428571429
0 0.00687774648585232 2 44 "GO:0004727" "prenylated protein tyrosine phosphatase activity" 0.333636363636364
0 0.377423611852366 5 9 "GO:0004730" "pseudouridylate synthase activity" 1
0 0.257659557182985 3 9 "GO:0004745" "retinol dehydrogenase activity" 1
0 0.0333201071667782 2 8 "GO:0004758" "serine C-palmitoyltransferase activity" 0.622268907563025
0 0.117339779757179 2 6 "GO:0004766" "spermidine synthase activity" 0.91353711790393
0 0.408783138206887 2 8 "GO:0004767" "sphingomyelin phosphodiesterase activity" 1
0 0.0128867733139268 2 5 "GO:0004768" "stearoyl-CoA 9-desaturase activity" 0.427631578947368
0 0.0145359552167022 2 13 "GO:0004771" "sterol esterase activity" 0.43433734939759
0 0.0627826322274672 2 7 "GO:0004776;GO:0004774;GO:0004775" "succinate-CoA ligase activity" 0.7625
0 0.111655093494442 3 6 "GO:0004791" "thioredoxin-disulfide reductase activity" 0.907432432432432
0 0.543069421710928 2 11 "GO:0004800" "thyroxine 5'-deiodinase activity" 1
0 0.693010997822842 3 5 "GO:0004801" "sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity" 1
0 0.866429186734545 2 6 "GO:0004802" "transketolase activity" 1
0 0.127945216095055 5 31 "GO:0004806" "triglyceride lipase activity" 0.935443037974684
0 0.316607870556234 3 48 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 1
0 0.778940411807378 2 5 "GO:0004822" "isoleucine-tRNA ligase activity" 1
0 0.594990329838044 3 19 "GO:0004835" "tubulin-tyrosine ligase activity" 1
0 0.482288990592755 2 9 "GO:0004837" "tyrosine decarboxylase activity" 1
0 0.133113138356972 3 6 "GO:0004839;GO:0008641" "ubiquitin-like modifier activating enzyme activity" 0.942148760330578
0 0.627221824554699 3 394 "GO:0004842;GO:0019787" "ubiquitin-like protein transferase activity" 1
0 0.937574112052004 3 7 "GO:0004844;GO:0097506;GO:0017065" "deaminated base DNA N-glycosylase activity" 1
0 0.924211148302261 7 5 "GO:0004849" "uridine kinase activity" 1
0 0.552307129505136 2 48 "GO:0004866;GO:0030414;GO:0061135;GO:0004857;GO:0061134" "enzyme inhibitor activity" 1
0 0.515786609314804 3 19 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 0.341998549654005 -1 84 "GO:0004871" "obsolete signal transducer activity" 1
0 0.0000753894424641038 2 631 "GO:0004888;GO:0038023;GO:0060089" "molecular transducer activity" 0.015625
0 0.0206423398765635 5 41 "GO:0004890" "GABA-A receptor activity" 0.518617021276596
0 0.17482052036331 2 155 "GO:0004930" "G protein-coupled receptor activity" 0.970350877192983
0 0.00853398438086213 2 25 "GO:0004965" "G protein-coupled GABA receptor activity" 0.336153846153846
0 0.548210464699205 4 5 "GO:0004972" "NMDA glutamate receptor activity" 1
0 0.388728670241227 2 8 "GO:0004983" "neuropeptide Y receptor activity" 1
0 0.255746058542406 4 5 "GO:0004996" "thyroid-stimulating hormone receptor activity" 1
0 0.000453341167458417 4 89 "GO:0005001;GO:0019198" "transmembrane receptor protein phosphatase activity" 0.0695652173913043
0 0.0418361562959485 6 21 "GO:0005003" "ephrin receptor activity" 0.632394366197183
0 0.0351840603077283 6 60 "GO:0005007" "fibroblast growth factor-activated receptor activity" 0.621370967741935
0 0.234621565128092 2 7 "GO:0005024" "transforming growth factor beta-activated receptor activity" 1
0 0.438752610664149 4 15 "GO:0005042" "netrin receptor activity" 1
0 0.154196968161954 2 34 "GO:0005044;GO:0038024" "scavenger receptor activity" 0.948689138576779
0 0.0071415604506933 2 25 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.336607142857143
0 0.401056175955 2 5 "GO:0005092" "GDP-dissociation inhibitor activity" 1
0 0.57676877182378 2 5 "GO:0005096" "GTPase activator activity" 1
0 0.0292872850319042 3 221 "GO:0005102" "signaling receptor binding" 0.60462962962963
0 0.0000160748658432411 2 33 "GO:0005123" "death receptor binding" 0.00555555555555556
0 0.0864553726201854 -1 5 "GO:0005155" "obsolete epidermal growth factor receptor activating ligand activity" 0.863471502590674
0 0.0374189563530757 4 162 "GO:0005164;GO:0032813;GO:0005126" "tumor necrosis factor receptor superfamily binding" 0.637890625
0 0.0591530274251976 2 8 "GO:0005179" "hormone activity" 0.76055900621118
0 0.519413014886146 1 328 "GO:0005198" "structural molecule activity" 1
0 0.393676394789101 2 17 "GO:0005200" "structural constituent of cytoskeleton" 1
0 0.00000252888261428709 2 30 "GO:0005201" "extracellular matrix structural constituent" 0.00833333333333333
0 0.0391598787648097 2 116 "GO:0005230;GO:0030594" "extracellular ligand-gated ion channel activity" 0.648854961832061
0 0.171633847328363 2 34 "GO:0005231;GO:0004970;GO:0022824;GO:0022835;GO:0005234" "transmitter-gated ion channel activity" 0.962897526501767
0 0.0452552315963405 4 37 "GO:0005245" "voltage-gated calcium channel activity" 0.655405405405405
0 0.84635640175427 2 14 "GO:0005247;GO:0008308" "voltage-gated anion channel activity" 1
0 0.0433548435947924 6 14 "GO:0005248" "voltage-gated sodium channel activity" 0.64448275862069
0 0.234702776517453 6 108 "GO:0005249" "voltage-gated potassium channel activity" 1
0 0.878013074308902 3 18 "GO:0005254;GO:0005253" "anion channel activity" 1
0 0.213565781610192 2 64 "GO:0005262" "calcium channel activity" 0.988785046728972
0 0.164318696078512 2 193 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.960688405797101
0 0.265599813339455 5 36 "GO:0005272" "sodium channel activity" 1
0 0.152122912467183 5 45 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.948867924528302
